ticker,date,close,volume
BABA-CN,2025-07-30,99.1781,2153637
BABA-CN,2025-07-31,99.7954,2687007
BABA-CN,2025-08-01,97.6955,2712008
BABA-CN,2025-08-04,93.3014,2915819
BABA-CN,2025-08-05,91.5622,3013522
BABA-CN,2025-08-06,91.0589,3436765
BABA-CN,2025-08-07,91.2697,3003656
BABA-CN,2025-08-08,91.7081,2495855
BABA-CN,2025-08-11,89.8291,3417204
BABA-CN,2025-08-12,91.4734,3017286
BABA-CN,2025-08-13,91.1967,2759876
BABA-CN,2025-08-14,91.7297,3053331
BABA-CN,2025-08-15,91.6067,2891387
BABA-CN,2025-08-18,90.065,2817229
BABA-CN,2025-08-19,90.3791,3292921
BABA-CN,2025-08-20,87.8673,2490319
BABA-CN,2025-08-21,88.1772,2924414
BABA-CN,2025-08-22,90.7151,3190418
BABA-CN,2025-08-25,90.9312,2073442
BABA-CN,2025-08-26,91.2505,2671900
BABA-CN,2025-08-27,88.2233,3342417
BABA-CN,2025-08-28,90.3743,3234011
BABA-CN,2025-08-29,92.6115,3406291
BABA-CN,2025-09-01,91.5263,3344489
BABA-CN,2025-09-02,92.4701,2831224
BABA-CN,2025-09-03,91.7432,3015339
BABA-CN,2025-09-04,92.2168,2910997
BABA-CN,2025-09-05,94.065,2769269
BABA-CN,2025-09-08,95.3821,2709515
BABA-CN,2025-09-09,95.3705,3762196
BABA-CN,2025-09-10,92.058,2699224
BABA-CN,2025-09-11,92.4333,2843418
BABA-CN,2025-09-12,91.5246,2155822
BABA-CN,2025-09-15,92.1704,3746047
BABA-CN,2025-09-16,94.7215,1941276
BABA-CN,2025-09-17,96.1205,3013803
BABA-CN,2025-09-18,95.8678,2642318
BABA-CN,2025-09-19,95.6238,3140854
BABA-CN,2025-09-22,96.219,2498083
BABA-CN,2025-09-23,96.1029,3588566
BABA-CN,2025-09-24,98.6203,2203548
BABA-CN,2025-09-25,97.7792,3225714
BABA-CN,2025-09-26,98.1752,2230736
BABA-CN,2025-09-29,97.1934,3086481
BABA-CN,2025-09-30,96.8994,3096403
BABA-CN,2025-10-01,96.5465,3490803
BABA-CN,2025-10-02,94.5275,3815977
BABA-CN,2025-10-03,93.6798,3276743
BABA-CN,2025-10-06,91.85,3409336
BABA-CN,2025-10-07,91.3694,3180687
BABA-CN,2025-10-08,93.9783,2335819
BABA-CN,2025-10-09,92.0887,2523429
BABA-CN,2025-10-10,95.6784,3113477
BABA-CN,2025-10-13,95.05,2898974
BABA-CN,2025-10-14,95.4155,2475383
BABA-CN,2025-10-15,96.1714,2631278
BABA-CN,2025-10-16,95.7864,3329150
BABA-CN,2025-10-17,96.4482,2817679
BABA-CN,2025-10-20,97.7028,3689322
BABA-CN,2025-10-21,95.4938,3127048
BABA-CN,2025-10-22,97.3373,3772985
BABA-CN,2025-10-23,97.3797,3473065
BABA-CN,2025-10-24,99.6249,4009088
BABA-CN,2025-10-27,99.9418,2862994
BABA-CN,2025-10-28,102.313,2175033
BABA-CN,2025-10-29,101.3539,2755304
BABA-CN,2025-10-30,100.8113,3161108
BABA-CN,2025-10-31,99.963,3314728
BABA-CN,2025-11-03,101.9586,2922613
BABA-CN,2025-11-04,102.6143,3254387
BABA-CN,2025-11-05,102.1406,2146745
BABA-CN,2025-11-06,101.2915,2833792
BABA-CN,2025-11-07,101.8531,3036674
BABA-CN,2025-11-10,99.6218,3305902
BABA-CN,2025-11-11,97.5665,2823100
BABA-CN,2025-11-12,97.0169,2622620
BABA-CN,2025-11-13,98.2322,3282584
BABA-CN,2025-11-14,98.4241,2821362
BABA-CN,2025-11-17,100.0234,3399446
BABA-CN,2025-11-18,101.7974,2531500
BABA-CN,2025-11-19,102.3403,3030461
BABA-CN,2025-11-20,105.0692,2383202
BABA-CN,2025-11-21,104.8618,2745325
BABA-CN,2025-11-24,104.6632,3157278
BABA-CN,2025-11-25,105.649,3241764
BABA-CN,2025-11-26,105.3346,3046489
BABA-CN,2025-11-27,106.0205,3269274
BABA-CN,2025-11-28,107.1635,3370108
BABA-CN,2025-12-01,110.0174,2886246
BABA-CN,2025-12-02,109.6509,3966149
BABA-CN,2025-12-03,108.4626,3134679
BABA-CN,2025-12-04,106.2322,2986931
BABA-CN,2025-12-05,105.1403,3271297
BABA-CN,2025-12-08,100.7027,2975379
BABA-CN,2025-12-09,98.0768,2932558
BABA-CN,2025-12-10,96.254,6091626
BABA-CN,2025-12-11,92.7005,7050467
BABA-CN,2025-12-12,89.0675,6133771
BABA-CN,2025-12-15,85.6807,5633551
BABA-CN,2025-12-16,81.5592,6789365
BABA-CN,2025-12-17,79.8379,8706097
BABA-CN,2025-12-18,74.0455,7824064
BABA-CN,2025-12-19,71.2109,7106644
JD-CN,2025-01-02,40.2873,2969956
JD-CN,2025-01-03,40.7032,4012061
JD-CN,2025-01-06,38.7417,4016525
JD-CN,2025-01-07,39.6947,3778537
JD-CN,2025-01-08,41.4065,4279876
JD-CN,2025-01-09,40.701,3602155
JD-CN,2025-01-10,41.7176,5086724
JD-CN,2025-01-13,42.0271,3700465
JD-CN,2025-01-14,41.0495,4316394
JD-CN,2025-01-15,39.8344,4029892
JD-CN,2025-01-16,39.9783,4853754
JD-CN,2025-01-17,41.5005,4087657
JD-CN,2025-01-20,41.0723,4800478
JD-CN,2025-01-21,42.0186,3618266
JD-CN,2025-01-22,41.9544,4333621
JD-CN,2025-01-23,42.4498,3606049
JD-CN,2025-01-24,42.2512,4380192
JD-CN,2025-01-27,40.1378,4448949
JD-CN,2025-01-28,39.8962,4293345
JD-CN,2025-01-29,38.8889,4283094
JD-CN,2025-01-30,39.5582,4022695
JD-CN,2025-01-31,39.4772,3749448
JD-CN,2025-02-03,39.8117,3927240
JD-CN,2025-02-04,40.0138,3921339
JD-CN,2025-02-05,41.023,4133848
JD-CN,2025-02-06,41.8698,4984857
JD-CN,2025-02-07,41.8181,3642238
JD-CN,2025-02-10,41.5076,3092083
JD-CN,2025-02-11,40.8391,3716912
JD-CN,2025-02-12,40.5483,4304219
JD-CN,2025-02-13,40.8209,4712770
JD-CN,2025-02-14,40.9517,3823380
JD-CN,2025-02-17,39.6667,3724669
JD-CN,2025-02-18,40.3394,3626047
JD-CN,2025-02-19,39.7631,3216713
JD-CN,2025-02-20,40.6187,4117894
JD-CN,2025-02-21,41.6658,4194967
JD-CN,2025-02-24,41.1028,3946464
JD-CN,2025-02-25,40.1373,3216539
JD-CN,2025-02-26,39.7535,4046725
JD-CN,2025-02-27,39.6842,4630054
JD-CN,2025-02-28,40.3138,3498051
JD-CN,2025-03-03,40.2932,4559566
JD-CN,2025-03-04,42.3379,4594704
JD-CN,2025-03-05,42.3635,4536064
JD-CN,2025-03-06,42.3844,4315923
JD-CN,2025-03-07,41.353,2162339
JD-CN,2025-03-10,42.2151,4056267
JD-CN,2025-03-11,43.1923,4909861
JD-CN,2025-03-12,42.1041,4646367
JD-CN,2025-03-13,42.4783,2928610
JD-CN,2025-03-14,42.3511,3539669
JD-CN,2025-03-17,43.1653,3670762
JD-CN,2025-03-18,43.7449,3165579
JD-CN,2025-03-19,44.7376,3882235
JD-CN,2025-03-20,43.0397,3688935
JD-CN,2025-03-21,42.1596,2623608
JD-CN,2025-03-24,41.8645,2508342
JD-CN,2025-03-25,41.8822,3733564
JD-CN,2025-03-26,41.8749,3082185
JD-CN,2025-03-27,41.8153,3217799
JD-CN,2025-03-28,41.9939,3746873
JD-CN,2025-03-31,42.2231,3328196
JD-CN,2025-04-01,41.577,4246746
JD-CN,2025-04-02,40.7476,3391423
JD-CN,2025-04-03,40.774,4262907
JD-CN,2025-04-04,42.3611,4075402
JD-CN,2025-04-07,42.8842,3257881
JD-CN,2025-04-08,42.9296,4419515
JD-CN,2025-04-09,42.4562,3645435
JD-CN,2025-04-10,42.3839,3028415
JD-CN,2025-04-11,42.8631,4050780
JD-CN,2025-04-14,42.8097,4837791
JD-CN,2025-04-15,41.9111,3938586
JD-CN,2025-04-16,42.4754,3422425
JD-CN,2025-04-17,41.8058,3584453
JD-CN,2025-04-18,41.4663,4638746
JD-CN,2025-04-21,41.2804,3856945
JD-CN,2025-04-22,41.4929,3293559
JD-CN,2025-04-23,40.2047,3788184
JD-CN,2025-04-24,40.2393,4493478
JD-CN,2025-04-25,41.7074,3992966
JD-CN,2025-04-28,42.2375,4163300
JD-CN,2025-04-29,41.8031,4679903
JD-CN,2025-04-30,41.8419,4094498
JD-CN,2025-05-01,42.6652,4573850
JD-CN,2025-05-02,42.326,4610473
JD-CN,2025-05-05,42.2434,4571674
JD-CN,2025-05-06,43.0632,4398620
JD-CN,2025-05-07,44.2214,4009537
JD-CN,2025-05-08,42.6674,4298687
JD-CN,2025-05-09,44.0517,3640105
JD-CN,2025-05-12,43.0576,3746014
JD-CN,2025-05-13,44.2696,4254157
JD-CN,2025-05-14,45.4198,3512417
JD-CN,2025-05-15,44.846,4355131
JD-CN,2025-05-16,45.2133,4020690
JD-CN,2025-05-19,46.3678,2972706
JD-CN,2025-05-20,47.467,3836692
JD-CN,2025-05-21,46.5229,2964379
JD-CN,2025-05-22,46.5089,3639605
JD-CN,2025-05-23,44.7373,4401864
JD-CN,2025-05-26,45.3322,4084196
JD-CN,2025-05-27,46.5219,3539782
JD-CN,2025-05-28,45.8805,3881567
JD-CN,2025-05-29,46.7317,5080623
JD-CN,2025-05-30,47.7654,4352330
JD-CN,2025-06-02,47.9781,3121738
JD-CN,2025-06-03,48.679,4026433
JD-CN,2025-06-04,47.5481,5097520
JD-CN,2025-06-05,46.7487,3721086
JD-CN,2025-06-06,46.221,4849909
JD-CN,2025-06-09,46.633,4221914
JD-CN,2025-06-10,46.8215,3080221
JD-CN,2025-06-11,46.1822,4445176
JD-CN,2025-06-12,45.302,3802242
JD-CN,2025-06-13,44.7172,4575090
JD-CN,2025-06-16,45.5687,2694628
JD-CN,2025-06-17,44.3986,4023260
JD-CN,2025-06-18,43.8953,2866330
JD-CN,2025-06-19,43.797,3988221
JD-CN,2025-06-20,43.8733,4232443
JD-CN,2025-06-23,43.7187,4759069
JD-CN,2025-06-24,43.4065,4899375
JD-CN,2025-06-25,42.91,3179771
JD-CN,2025-06-26,43.9829,3728291
JD-CN,2025-06-27,43.5113,4797854
JD-CN,2025-06-30,43.1258,3248869
JD-CN,2025-07-01,42.0623,3346410
JD-CN,2025-07-02,41.1801,3660552
JD-CN,2025-07-03,41.7013,3497254
JD-CN,2025-07-04,42.383,3715947
JD-CN,2025-07-07,43.1342,4275497
JD-CN,2025-07-08,42.4506,3492202
JD-CN,2025-07-09,42.7625,3783416
JD-CN,2025-07-10,42.9503,5040361
JD-CN,2025-07-11,43.0783,4155064
JD-CN,2025-07-14,43.227,4003682
JD-CN,2025-07-15,42.0901,4746618
JD-CN,2025-07-16,43.6548,4099181
JD-CN,2025-07-17,43.7304,4771045
JD-CN,2025-07-18,43.5821,3410946
JD-CN,2025-07-21,44.0524,4541756
JD-CN,2025-07-22,45.9515,3976846
JD-CN,2025-07-23,46.7708,4773477
JD-CN,2025-07-24,47.1395,4071202
JD-CN,2025-07-25,47.1382,3127971
JD-CN,2025-07-28,47.342,4319535
JD-CN,2025-07-29,47.1479,3965894
JD-CN,2025-07-30,47.0719,3448379
JD-CN,2025-07-31,46.789,4266933
JD-CN,2025-08-01,45.5079,5075025
JD-CN,2025-08-04,44.9274,4435983
JD-CN,2025-08-05,46.6884,3588914
JD-CN,2025-08-06,48.0611,4129623
JD-CN,2025-08-07,47.9593,2967879
JD-CN,2025-08-08,49.4606,3161262
JD-CN,2025-08-11,50.2471,4783784
JD-CN,2025-08-12,49.7487,4483769
JD-CN,2025-08-13,47.5889,4675206
JD-CN,2025-08-14,47.1608,4050940
JD-CN,2025-08-15,47.0675,4201144
JD-CN,2025-08-18,47.6126,4684167
JD-CN,2025-08-19,49.2053,4157774
JD-CN,2025-08-20,49.4778,4350122
JD-CN,2025-08-21,49.1433,3198045
JD-CN,2025-08-22,49.8448,4372088
JD-CN,2025-08-25,50.2659,3564311
JD-CN,2025-08-26,51.9879,5012061
JD-CN,2025-08-27,49.6423,3455168
JD-CN,2025-08-28,49.6508,3388807
JD-CN,2025-08-29,49.8707,3281344
JD-CN,2025-09-01,48.9685,4313305
JD-CN,2025-09-02,48.7528,4450784
JD-CN,2025-09-03,48.3062,3139718
JD-CN,2025-09-04,48.3155,4527987
JD-CN,2025-09-05,48.7766,3945974
JD-CN,2025-09-08,47.4231,3766432
JD-CN,2025-09-09,48.3859,4512109
JD-CN,2025-09-10,48.9386,3306795
JD-CN,2025-09-11,47.5683,4730673
JD-CN,2025-09-12,46.5146,4165251
JD-CN,2025-09-15,45.8769,4715136
JD-CN,2025-09-16,46.996,4240278
JD-CN,2025-09-17,46.626,3640711
JD-CN,2025-09-18,46.6934,5043677
JD-CN,2025-09-19,45.5099,3066182
JD-CN,2025-09-22,45.1967,4403276
JD-CN,2025-09-23,45.0645,4406994
JD-CN,2025-09-24,46.3375,3839807
JD-CN,2025-09-25,46.8921,2868121
JD-CN,2025-09-26,46.5885,4468126
JD-CN,2025-09-29,46.6948,3876603
JD-CN,2025-09-30,46.063,3920801
JD-CN,2025-10-01,45.4042,4199352
JD-CN,2025-10-02,44.764,3211127
JD-CN,2025-10-03,46.0282,4530358
JD-CN,2025-10-06,45.5129,4754630
JD-CN,2025-10-07,43.904,3774712
JD-CN,2025-10-08,43.514,3078515
JD-CN,2025-10-09,42.7664,4196443
JD-CN,2025-10-10,43.8255,4331083
JD-CN,2025-10-13,43.4778,3195987
JD-CN,2025-10-14,43.2507,3514406
JD-CN,2025-10-15,43.9893,4505577
JD-CN,2025-10-16,43.757,2760228
JD-CN,2025-10-17,42.0285,5331928
JD-CN,2025-10-20,42.908,3602670
JD-CN,2025-10-21,44.9261,3548207
JD-CN,2025-10-22,46.534,4059378
JD-CN,2025-10-23,45.9542,3508540
JD-CN,2025-10-24,46.4153,3740388
JD-CN,2025-10-27,43.8122,4353162
JD-CN,2025-10-28,44.0524,3857482
JD-CN,2025-10-29,43.835,3689859
JD-CN,2025-10-30,44.624,4465043
JD-CN,2025-10-31,44.6767,3299877
JD-CN,2025-11-03,43.6391,4672397
JD-CN,2025-11-04,43.1742,3794190
JD-CN,2025-11-05,43.798,5193868
JD-CN,2025-11-06,44.5838,3134906
JD-CN,2025-11-07,43.5939,4509787
JD-CN,2025-11-10,43.5942,5419945
JD-CN,2025-11-11,42.0606,4605175
JD-CN,2025-11-12,43.2304,3763777
JD-CN,2025-11-13,42.9981,3941800
JD-CN,2025-11-14,43.2751,3913333
JD-CN,2025-11-17,43.7717,4382558
JD-CN,2025-11-18,43.5835,4455947
JD-CN,2025-11-19,44.4735,4038369
JD-CN,2025-11-20,45.4945,3374988
JD-CN,2025-11-21,45.2782,4205721
JD-CN,2025-11-24,45.0737,4366026
JD-CN,2025-11-25,46.187,4544217
JD-CN,2025-11-26,46.0591,2321320
JD-CN,2025-11-27,46.3594,3872573
JD-CN,2025-11-28,45.4721,4678231
JD-CN,2025-12-01,47.0332,4689003
JD-CN,2025-12-02,48.4935,4593974
JD-CN,2025-12-03,48.2042,3463802
JD-CN,2025-12-04,46.7532,4363408
JD-CN,2025-12-05,47.0028,2743357
JD-CN,2025-12-08,46.4469,4305251
JD-CN,2025-12-09,45.9702,3811036
JD-CN,2025-12-10,46.569,3955076
JD-CN,2025-12-11,46.3016,8736769
JD-CN,2025-12-12,43.9833,8150320
JD-CN,2025-12-15,43.2655,8741073
JD-CN,2025-12-16,41.4876,7574041
JD-CN,2025-12-17,40.6156,8341097
JD-CN,2025-12-18,40.0128,8576449
JD-CN,2025-12-19,38.7088,10774286
SMIC-CN,2025-01-02,21.5827,3501051
SMIC-CN,2025-01-03,21.9247,2937443
SMIC-CN,2025-01-06,22.5336,2413360
SMIC-CN,2025-01-07,23.1795,2987716
SMIC-CN,2025-01-08,22.806,2505268
SMIC-CN,2025-01-09,22.451,2761963
SMIC-CN,2025-01-10,22.4939,3120542
SMIC-CN,2025-01-13,22.3874,2293496
SMIC-CN,2025-01-14,22.8363,2799585
SMIC-CN,2025-01-15,23.3354,3160496
SMIC-CN,2025-01-16,22.7086,2717758
SMIC-CN,2025-01-17,22.6613,1911963
SMIC-CN,2025-01-20,23.186,3177082
SMIC-CN,2025-01-21,23.0904,3280541
SMIC-CN,2025-01-22,23.6329,2208874
SMIC-CN,2025-01-23,23.4225,3427521
SMIC-CN,2025-01-24,23.0222,2180675
SMIC-CN,2025-01-27,23.2356,3349090
SMIC-CN,2025-01-28,23.613,2832502
SMIC-CN,2025-01-29,23.6664,2701811
SMIC-CN,2025-01-30,23.3343,2492728
SMIC-CN,2025-01-31,23.8905,2586992
SMIC-CN,2025-02-03,24.5258,3193117
SMIC-CN,2025-02-04,24.1313,3738639
SMIC-CN,2025-02-05,23.4362,3320741
SMIC-CN,2025-02-06,23.3191,2822288
SMIC-CN,2025-02-07,23.7675,3393710
SMIC-CN,2025-02-10,24.3347,2536633
SMIC-CN,2025-02-11,25.2204,2849073
SMIC-CN,2025-02-12,25.1808,2556125
SMIC-CN,2025-02-13,24.8259,3896725
SMIC-CN,2025-02-14,25.1113,3579530
SMIC-CN,2025-02-17,25.2073,1985850
SMIC-CN,2025-02-18,24.4559,3675861
SMIC-CN,2025-02-19,24.0859,3093082
SMIC-CN,2025-02-20,24.5825,3265311
SMIC-CN,2025-02-21,24.6259,3510872
SMIC-CN,2025-02-24,22.8235,2814923
SMIC-CN,2025-02-25,22.7517,3047841
SMIC-CN,2025-02-26,23.1556,3331430
SMIC-CN,2025-02-27,23.2529,3265028
SMIC-CN,2025-02-28,23.5282,2959572
SMIC-CN,2025-03-03,23.1945,2873385
SMIC-CN,2025-03-04,23.4563,3416126
SMIC-CN,2025-03-05,22.8915,3155985
SMIC-CN,2025-03-06,23.1098,3506332
SMIC-CN,2025-03-07,23.7733,2481844
SMIC-CN,2025-03-10,23.8923,2256862
SMIC-CN,2025-03-11,23.3101,2375918
SMIC-CN,2025-03-12,24.153,2132339
SMIC-CN,2025-03-13,24.7224,2482715
SMIC-CN,2025-03-14,24.0803,4112640
SMIC-CN,2025-03-17,23.5735,3433081
SMIC-CN,2025-03-18,23.7781,2520499
SMIC-CN,2025-03-19,23.6622,2835232
SMIC-CN,2025-03-20,23.5808,2657610
SMIC-CN,2025-03-21,24.141,3466998
SMIC-CN,2025-03-24,24.1312,3445442
SMIC-CN,2025-03-25,23.9477,2737392
SMIC-CN,2025-03-26,23.7454,2768410
SMIC-CN,2025-03-27,24.5958,2960762
SMIC-CN,2025-03-28,24.5577,1897983
SMIC-CN,2025-03-31,24.4421,3071104
SMIC-CN,2025-04-01,23.9805,2894403
SMIC-CN,2025-04-02,23.7824,3646000
SMIC-CN,2025-04-03,23.9215,3422027
SMIC-CN,2025-04-04,23.7096,3119396
SMIC-CN,2025-04-07,24.6903,3512128
SMIC-CN,2025-04-08,24.5963,3093904
SMIC-CN,2025-04-09,23.8413,2921328
SMIC-CN,2025-04-10,24.2002,3555361
SMIC-CN,2025-04-11,23.9204,2645462
SMIC-CN,2025-04-14,23.9855,2484539
SMIC-CN,2025-04-15,22.9261,3476451
SMIC-CN,2025-04-16,23.1634,2783145
SMIC-CN,2025-04-17,23.2848,2827613
SMIC-CN,2025-04-18,23.7689,3090502
SMIC-CN,2025-04-21,23.9561,3857198
SMIC-CN,2025-04-22,24.3519,3683888
SMIC-CN,2025-04-23,24.2243,3475972
SMIC-CN,2025-04-24,25.6433,2899217
SMIC-CN,2025-04-25,25.319,3687168
SMIC-CN,2025-04-28,24.8659,1886774
SMIC-CN,2025-04-29,25.2085,3344070
SMIC-CN,2025-04-30,24.8359,3463662
SMIC-CN,2025-05-01,25.3552,2392897
SMIC-CN,2025-05-02,25.4221,3211090
SMIC-CN,2025-05-05,24.8073,3301984
SMIC-CN,2025-05-06,24.7409,2867896
SMIC-CN,2025-05-07,24.285,2582014
SMIC-CN,2025-05-08,23.8685,3783234
SMIC-CN,2025-05-09,21.7809,3141489
SMIC-CN,2025-05-12,21.49,3404248
SMIC-CN,2025-05-13,21.6338,3450393
SMIC-CN,2025-05-14,21.4897,2501248
SMIC-CN,2025-05-15,21.3833,1829264
SMIC-CN,2025-05-16,21.5279,2845442
SMIC-CN,2025-05-19,21.5999,3078785
SMIC-CN,2025-05-20,21.2691,3064575
SMIC-CN,2025-05-21,21.7303,3292318
SMIC-CN,2025-05-22,21.7653,3353452
SMIC-CN,2025-05-23,22.5195,3090741
SMIC-CN,2025-05-26,22.8134,3260193
SMIC-CN,2025-05-27,22.6081,2593764
SMIC-CN,2025-05-28,22.1653,1386548
SMIC-CN,2025-05-29,22.5889,3228687
SMIC-CN,2025-05-30,22.9721,3032194
SMIC-CN,2025-06-02,22.9722,3531933
SMIC-CN,2025-06-03,23.7932,3971447
SMIC-CN,2025-06-04,23.5769,2632188
SMIC-CN,2025-06-05,23.4228,2918198
SMIC-CN,2025-06-06,23.9209,3348595
